report_name,space_name,report_url,days_since_last_run,purity,data_sources,has_from_definition,reasons
Clone of [ZEUS][SWA/SINGLE] Swapping analysis,Backup Lluís,https://app.mode.com/editor/ecooltra706/reports/30a0e5e5d5c7,1264,mixed,EF_postgresql; from definition,si,antic_+2anys
TES_IAG,Personal,https://app.mode.com/editor/ecooltra706/reports/3be905b243cc,1263,pure,from definition,si,nomes_from_definition|antic_+2anys
[OPS] Rome swappers statistics,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/4d41db643cd8,1257,pure,EF_postgresql,no,antic_+2anys
Zeus explorations,DATA,https://app.mode.com/editor/ecooltra706/reports/b63076265995,1256,mixed,EF_postgresql; Fluctuo_datawarehouse; ZEUS - PRO; from definition,si,antic_+2anys
[OLD] Cooltra-Zeus data for Fluctuo reports,DATA,https://app.mode.com/editor/ecooltra706/reports/55b6937e2f10,1256,mixed,Fluctuo_datawarehouse; ZEUS - PRO; from definition,si,antic_+2anys
[SWA/SINGLE] Swapping analysis,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/bb559b07d922,1250,pure,EF_postgresql,no,antic_+2anys
_IMAGIN_ promocode report (copy),DATA,https://app.mode.com/editor/ecooltra706/reports/a07bd09ddbee,1250,pure,EF_postgresql,no,antic_+2anys
Rentals in Bonus Areas,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/1bd251c4eedc,1248,pure,EF_postgresql,no,antic_+2anys
Clone of [OFFICIAL ECOOLTRA] MONTHLY KPIS FOR COOLTRA... (Fabio),DATA,https://app.mode.com/editor/ecooltra706/reports/aa0dae94333b,1240,pure,ZEUS - PRO,no,antic_+2anys
[US/ALL] Unused Scooters,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/4fe4b6a64f46,1237,pure,EF_postgresql,no,antic_+2anys
Export-Vehicles,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/a36d13335e06,1231,pure,EF_postgresql,no,antic_+2anys
Check special subscriptions,2-ORIOL Procés tancament mensual,https://app.mode.com/editor/ecooltra706/reports/9213e8c3d193,1229,pure,EF_postgresql,no,antic_+2anys
Selligent,DATA,https://app.mode.com/editor/ecooltra706/reports/01616bb8aac1,1229,mixed,EF_postgresql; ZEUS - PRO; from definition,si,antic_+2anys
Unavailability time ARCADE,DATA,https://app.mode.com/editor/ecooltra706/reports/eefcbfe57e07,1229,pure,ZEUS - PRO,no,antic_+2anys
[FIN] DETALLE FACTURACION CMSHARING,Data Science,https://app.mode.com/editor/ecooltra706/reports/35e6e7f0fa2b,1228,pure,EF_postgresql,no,antic_+2anys
Automatic sync,IT,https://app.mode.com/editor/ecooltra706/reports/a9edb88b720d,1228,pure,EF_postgresql,no,antic_+2anys
Underaged control (simple),++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/8e4764ed8fd4,1223,pure,EF_postgresql,no,antic_+2anys
Unprocessed Problem Reports,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/2dd1c0995e44,1223,pure,EF_postgresql,no,antic_+2anys
RENTALS 0-3 MIN WITH BAD RATING,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/27fa94e8dfc3,1223,pure,EF_postgresql,no,antic_+2anys
24h PACK TRACKING,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/71ebb084f472,1223,pure,EF_postgresql,no,antic_+2anys
Problem reports closed in the last 24 hours,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/8b8a850c9b55,1223,pure,EF_postgresql,no,antic_+2anys
Yesterday rentals per city,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/0d998fcf3819,1223,pure,EF_postgresql,no,antic_+2anys
MODE Sync Control,++ aSlack reports,https://app.mode.com/editor/ecooltra706/reports/9285d75a41ad,1223,pure,EF_postgresql,no,antic_+2anys
[Slack] Barcelona Regulation (SCOOTERS with QR),++ City Managers,https://app.mode.com/editor/ecooltra706/reports/c600ed1d7444,1223,pure,EF_postgresql,no,antic_+2anys
Barcelona Regulation (only SCOOTERS),++ City Managers,https://app.mode.com/editor/ecooltra706/reports/3a74c3b07023,1223,pure,EF_postgresql,no,antic_+2anys
User Master Data check,++ CS team,https://app.mode.com/editor/ecooltra706/reports/ba823edce1ec,1223,pure,EF_postgresql,no,antic_+2anys
[GROUP] Monthly Revenue Progress (with BBPP and Forecast),OB,https://app.mode.com/editor/ecooltra706/reports/e2fd1ad22479,1223,mixed,EF_postgresql; ETENDO PRO Replica lectura,no,antic_+2anys
Location of fined rentals,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/5a6ed83d3288,1213,pure,EF_postgresql_backup,no,antic_+2anys|usa_EF_postgresql_backup
Cooltra Club analysis,DATA,https://app.mode.com/editor/ecooltra706/reports/d4aa3b158e0b,1206,pure,EF_postgresql_backup,no,antic_+2anys|usa_EF_postgresql_backup
[ZEUS] Providers rentals & riders (CS version),[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/db01c2de835d,1188,pure,ZEUS - PRO,no,antic_+2anys
[TEST] PARAMETERS,Personal,https://app.mode.com/editor/ecooltra706/reports/7e33c487c35b,1185,pure,ZEUS - PRO,no,antic_+2anys
[TEST] NOTEBOOK,Personal,https://app.mode.com/editor/ecooltra706/reports/9ce04356afda,1185,pure,ZEUS - PRO,no,antic_+2anys
[DBT] PERFORMANCE CTES VS SELECT,Personal,https://app.mode.com/editor/ecooltra706/reports/fbf127ee3364,1183,pure,ZEUS - PRO,no,antic_+2anys
[TEST] GENERATE_SERIES,Personal,https://app.mode.com/editor/ecooltra706/reports/f7029b0a7d28,1181,pure,ZEUS - PRO,no,antic_+2anys
[TEST] RFM_SEGMENT,Personal,https://app.mode.com/editor/ecooltra706/reports/7635e5ead5db,1179,pure,ZEUS - PRO,no,antic_+2anys
[TEST] CLAUSES,Personal,https://app.mode.com/editor/ecooltra706/reports/d110e310ae9a,1179,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
[TEST] RETENTION_ANALYSIS,Personal,https://app.mode.com/editor/ecooltra706/reports/5c038bea8c40,1179,pure,ZEUS - PRO,no,antic_+2anys
[DBT] SEMANTIC LAYER INTEGRATION,Personal,https://app.mode.com/editor/ecooltra706/reports/ee63a7874224,1178,sense_queries,,no,sense_queries|antic_+2anys
[TEST] METRICS SEMANTIC LAYER,Personal,https://app.mode.com/editor/ecooltra706/reports/a7ad52fd9cf6,1177,sense_queries,,no,sense_queries|antic_+2anys
[WORK] UNPAID INVOICES,Personal,https://app.mode.com/editor/ecooltra706/reports/94df3dfa9289,1177,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Detection of possible fraud by shared usage of accounts,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/f2909c1eb628,1167,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] TASKS 3 veces,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/f79756c5e649,1166,pure,ZEUS - PRO,no,antic_+2anys
[TEST] INFORMATION_SCHEMA,Personal,https://app.mode.com/editor/ecooltra706/reports/29d882a5da91,1158,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] [OFFICIAL] QUARTERLY ACTIVATIONS & DAMAGE REPORTS,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/c984988b3dd7,1156,pure,ZEUS - PRO,no,antic_+2anys
[Zeus] Waiting time for the activations in the last 24 hours,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/7c3973e1b6b7,1153,pure,ZEUS - PRO,no,antic_+2anys
[OPS] 01 MONTHLY RENTALS PER CITY (billable minutes and kms),[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/16c8b46a35e2,1144,pure,ZEUS - PRO,no,antic_+2anys
[OFFICIAL ECOOLTRA] MONTHLY KPIS FOR COOLTRA GROUP REPORTING,++ City Managers,https://app.mode.com/editor/ecooltra706/reports/fb3f9451fa4d,1140,pure,EF_postgresql_backup,no,antic_+2anys|usa_EF_postgresql_backup
Mobility infographic - multicity,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/5b19e2878cc0,1139,pure,ZEUS - PRO,no,antic_+2anys
Clone of [ZEUS] [OPS] Automatized KPIs,Personal,https://app.mode.com/editor/ecooltra706/reports/e9d5e010cfd0,1133,pure,ZEUS - PRO,no,antic_+2anys
Reserves Validation,Personal,https://app.mode.com/editor/ecooltra706/reports/04d62e3bd9f8,1129,mixed,ETENDO PRO Replica lectura; ZEUS - PRO,no,antic_+2anys
"Users activated/suspended with no ""DL category""",[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/69cc26c54271,1128,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Last operators that have closed work units on a vehicle,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/2c4875e11cbf,1118,pure,ZEUS - PRO,no,antic_+2anys
B2C Revenue broken down by product category,OB,https://app.mode.com/editor/ecooltra706/reports/6666d8bf3b0a,1102,pure,ETENDO PRO Replica lectura,no,antic_+2anys
Test - 27/06/2023,Personal,https://app.mode.com/editor/ecooltra706/reports/943e5b45d515,1083,pure,ZEUS - PRO,no,antic_+2anys
[GROUP] Monthly Revenue per Region (with BBPP and Forecast),OB,https://app.mode.com/editor/ecooltra706/reports/6b7259bffde3,1074,mixed,EF_postgresql; ETENDO PRO Replica lectura,no,antic_+2anys
Clone of Users with expired driver license,Personal,https://app.mode.com/editor/ecooltra706/reports/41cdf2471172,1066,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
Queries Validation,Personal,https://app.mode.com/editor/ecooltra706/reports/8931b03686e3,1066,mixed,ETENDO PRO Replica lectura; ZEUS - PRO,no,antic_+2anys
Bloomreach Dani,Personal,https://app.mode.com/editor/ecooltra706/reports/c623acf154d9,1054,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/61f995cd7fe9,1054,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/3140a06551e0,1052,pure,ZEUS - PRO,no,antic_+2anys
Revenue per delegation,OB,https://app.mode.com/editor/ecooltra706/reports/b4af1c63adf0,1048,pure,ETENDO PRO Replica lectura,no,antic_+2anys
Data Check - Invoiced Amount,Personal,https://app.mode.com/editor/ecooltra706/reports/c959c9deef5f,1039,pure,ZEUS - PRO,no,antic_+2anys
Bloomreach imports,DATA,https://app.mode.com/editor/ecooltra706/reports/890db891e956,1012,pure,ZEUS - PRO,no,antic_+2anys
Geolocation of a vehicle in a given timestamp,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/82663fb1368b,995,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/b516c6b7d04c,979,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/1b1c001a5676,977,mixed,ETENDO PRO Replica lectura; ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/40ef6940824e,970,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS][CS] Quarterly Rentals,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/b94c12835ab4,957,pure,ZEUS - PRO,no,antic_+2anys
[WIP] User's State model,[ZEUS] Understand users,https://app.mode.com/editor/ecooltra706/reports/bfd79ba51c3a,956,mixed,Snowflake; ZEUS - PRO,no,antic_+2anys
Datos de contabilidad - Amortización de Activos,Personal,https://app.mode.com/editor/ecooltra706/reports/034608a9a94f,949,pure,Snowflake,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/aaa89b76630d,942,pure,ZEUS - PRO,no,antic_+2anys
[ETENDO] Facturas proveedor con mismo numero en 2023,[ETENDO] Finanzas,https://app.mode.com/editor/ecooltra706/reports/f5d050985930,940,pure,ETENDO PRO Replica lectura,no,antic_+2anys
Heatmap of rentals,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/2618c4debc79,934,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/15ce99827fe9,925,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] AUDIT USERS,[ZEUS] Audit Users,https://app.mode.com/editor/ecooltra706/reports/7ba5d5572934,914,mixed,Snowflake; ZEUS - PRO,no,antic_+2anys
[ZEUS] [US/ALL] Unused Scooters,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/d82873031c9f,909,pure,ZEUS - PRO,no,antic_+2anys
Lost vehicles Paris,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/9e367e463a74,908,pure,ZEUS - PRO,no,antic_+2anys
[WIP] Events timeline,[ZEUS] Understand users,https://app.mode.com/editor/ecooltra706/reports/496b800d4670,907,pure,Snowflake,no,antic_+2anys
[ETENDO] Bookings - Cuponcode analysis,[ETENDO] B2C,https://app.mode.com/editor/ecooltra706/reports/2dd9d282e43b,898,pure,ETENDO PRO Replica lectura,no,antic_+2anys
Control de amortizaciones,[ETENDO] Finanzas,https://app.mode.com/editor/ecooltra706/reports/92581b9c07c2,886,mixed,ETENDO PRO Replica lectura; Snowflake,no,antic_+2anys
[WIP] Events timeline metrics,[ZEUS] Understand users,https://app.mode.com/editor/ecooltra706/reports/39ffd605d445,885,mixed,Snowflake; ZEUS - PRO,no,antic_+2anys
Dormant analysis,Personal,https://app.mode.com/editor/ecooltra706/reports/69fc2f3c54ed,884,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
New riders de cada ciudad,DATA,https://app.mode.com/editor/ecooltra706/reports/a3e37689a542,881,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] [OFFICIAL] PROBLEM REPORTS,[ZEUS] HQ Customer Service,https://app.mode.com/editor/ecooltra706/reports/9387c83524de,874,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/42253151633e,870,pure,ZEUS - PRO,no,antic_+2anys
Cierres de caja,OB,https://app.mode.com/editor/ecooltra706/reports/b9a35a3b0309,854,pure,ETENDO PRO Replica lectura,no,antic_+2anys
[ZEUS] Abonos y facturas,[ZEUS] HQ Finance,https://app.mode.com/editor/ecooltra706/reports/f65976774a0c,853,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Abonos y facturas (Francia),[ZEUS] HQ Finance,https://app.mode.com/editor/ecooltra706/reports/9cea5d455adb,853,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Abonos y facturas (Italy),[ZEUS] HQ Finance,https://app.mode.com/editor/ecooltra706/reports/37159b7aab44,853,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Abonos y facturas (Portugal),[ZEUS] HQ Finance,https://app.mode.com/editor/ecooltra706/reports/bf0a32478b0c,853,pure,ZEUS - PRO,no,antic_+2anys
H3 maps,Personal,https://app.mode.com/editor/ecooltra706/reports/5d2da0651bcd,849,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/213c25ea9ba4,847,pure,ZEUS - PRO,no,antic_+2anys
Kms por vehículo,OB,https://app.mode.com/editor/ecooltra706/reports/b30ca90e6918,846,pure,ETENDO PRO Replica lectura,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/8afbb275a90e,845,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/0936dc888d82,844,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/fe9f08ac24d7,841,pure,ZEUS - PRO,no,antic_+2anys
Rentals per minute,Personal,https://app.mode.com/editor/ecooltra706/reports/b7df4c03e3ff,828,pure,ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/7dfa32a1cfce,821,mixed,Snowflake; ZEUS - PRO,no,antic_+2anys
Clone of Maps of rentals from 7:00 to 9:30,Personal,https://app.mode.com/editor/ecooltra706/reports/52d30c104b88,815,pure,ZEUS - PRO,no,antic_+2anys
[ZEUS] Operations shifts,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/ecf46647e26b,813,mixed,ETENDO PRO Replica lectura; ZEUS - PRO,no,antic_+2anys
Rentals before fines,DATA,https://app.mode.com/editor/ecooltra706/reports/65bd314d28e4,810,mixed,EF_postgresql; ZEUS - PRO,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/ea1796592c79,810,pure,ETENDO PRO Replica lectura,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/e34f0185af1b,809,pure,ZEUS - PRO,no,antic_+2anys
Templates,Personal,https://app.mode.com/editor/ecooltra706/reports/b20639141db7,809,pure,ZEUS - PRO,no,antic_+2anys
[Zeus] Alarms Dashboard,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/328e9aa075ce,779,pure,ZEUS - PRO,no,antic_+2anys
[Etendo] FF Repair Shops,[ZEUS] City Managers,https://app.mode.com/editor/ecooltra706/reports/619fd72c8a73,765,pure,ETENDO PRO Replica lectura,no,antic_+2anys
,Personal,https://app.mode.com/editor/ecooltra706/reports/4ec20b4caee3,759,pure,ZEUS - PRO,no,antic_+2anys
EXERCICI ARNAU,DATA,https://app.mode.com/editor/ecooltra706/reports/77bd107f2e6e,755,pure,ZEUS - PRO,no,antic_+2anys
[B2C-ST] ANALYSIS-Online bookings-Calendar units x category,[B2C-ST] ST reporting,https://app.mode.com/editor/ecooltra706/reports/70cd48ae73fd,676,sense_queries,,no,sense_queries
Automatic sync (monthly subscription),IT,https://app.mode.com/editor/ecooltra706/reports/64b5665229ef,522,mixed,EF_postgresql_backup; ZEUS - PRO,no,usa_EF_postgresql_backup
[B2C-ST] ANALYSIS-Online bookings-When are being created?,[B2C-ST] ST reporting,https://app.mode.com/editor/ecooltra706/reports/579587b221d5,425,sense_queries,,no,sense_queries
,Personal,https://app.mode.com/editor/ecooltra706/reports/7fef71047fe3,158,sense_queries,,no,sense_queries
[B2C-ST] DAILY-Online bookings-Units per model and day,[B2C-ST] ST reporting,https://app.mode.com/editor/ecooltra706/reports/348740640b07,79,sense_queries,,no,sense_queries
