report_name,report_token,report_url,space_name,owner,creator,last_run_at,days_since_last_run,is_archived,query_count,data_source_count,purity,pure_source,data_sources,has_dead_source
Paris unique users,27668e2be88e,https://app.mode.com/editor/ecooltra706/reports/27668e2be88e,Personal,ecooltra706,susanna_mendoza,2022-02-17T15:41:42.531Z,1577,no,3,1,pure,EF_postgresql,EF_postgresql,no
[ALL IN ONE] User Verification Query,6f352d4cb98c,https://app.mode.com/editor/ecooltra706/reports/6f352d4cb98c,++ CS team,ecooltra706,omarimon,2022-02-20T10:01:50.054Z,1575,no,5,3,mixed,,EF_Gecco; EF_PRIME; EF_postgresql,no
Practica datetime/string,8cc2d48286e9,https://app.mode.com/editor/ecooltra706/reports/8cc2d48286e9,Personal,ecooltra706,susanna_mendoza,2022-02-21T15:34:54.406Z,1573,no,4,1,pure,EF_postgresql,EF_postgresql,no
[COHORT] Monthly Retention (PG),46ac17436da7,https://app.mode.com/editor/ecooltra706/reports/46ac17436da7,Cohorts,ecooltra706,lluiscarreras,2022-03-03T15:57:56.391Z,1563,no,24,1,pure,EF_postgresql,EF_postgresql,no
Clone of [OFFICIAL] ACTIVATIONS REPORT,fc7462372f3c,https://app.mode.com/editor/ecooltra706/reports/fc7462372f3c,Personal,ecooltra706,lluiscarreras,2022-03-10T12:40:52.467Z,1556,no,11,2,mixed,,EF_postgresql; from definition,si
Data Analyst - Sergi,f07912f83994,https://app.mode.com/editor/ecooltra706/reports/f07912f83994,Personal,ecooltra706,lluiscarreras,2022-03-10T17:06:45.955Z,1556,no,4,1,pure,EF_postgresql,EF_postgresql,no
Barcelona Regulation (SCOOTERS with QR),e32c5ad53742,https://app.mode.com/editor/ecooltra706/reports/e32c5ad53742,++ City Managers,ecooltra706,lluiscarreras,2022-03-14T11:11:26.884Z,1553,no,15,1,pure,EF_postgresql,EF_postgresql,no
,f5a6b2abaf68,https://app.mode.com/editor/ecooltra706/reports/f5a6b2abaf68,Personal,ecooltra706,lluiscarreras,2022-03-16T16:24:47.862Z,1550,no,9,1,pure,EF_postgresql,EF_postgresql,no
COOLTRA15CPC promocode report,f66e2675ca3b,https://app.mode.com/editor/ecooltra706/reports/f66e2675ca3b,Personal,ecooltra706,lluiscarreras,2022-04-06T11:20:54.660Z,1530,no,16,1,pure,EF_postgresql,EF_postgresql,no
[Firebase] Events,3fb32b48c8f2,https://app.mode.com/editor/ecooltra706/reports/3fb32b48c8f2,DATA,ecooltra706,lluiscarreras,2022-04-22T07:38:10.525Z,1514,no,4,2,mixed,,App_FirebaseEvents; EF_postgresql,no
Onboarding Fabio,953cbb639603,https://app.mode.com/editor/ecooltra706/reports/953cbb639603,Personal,ecooltra706,lluiscarreras,2022-04-21T15:45:13.400Z,1514,no,20,3,mixed,,App_FirebaseEvents; EF_postgresql; Fluctuo_datawarehouse,no
Ratings per OS,1516e7b02f9d,https://app.mode.com/editor/ecooltra706/reports/1516e7b02f9d,IT,ecooltra706,lluiscarreras,2022-05-06T10:22:47.696Z,1500,no,1,1,pure,EF_postgresql,EF_postgresql,no
[COHORT] Inverted Monthly Retention,271d06357ec4,https://app.mode.com/editor/ecooltra706/reports/271d06357ec4,Cohorts,ecooltra706,lluiscarreras,2022-05-09T15:52:41.563Z,1496,no,9,1,pure,EF_postgresql,EF_postgresql,no
MONTHLY FUNNEL,628b0ee29e38,https://app.mode.com/editor/ecooltra706/reports/628b0ee29e38,Personal,ecooltra706,lluiscarreras,2022-05-12T07:10:50.069Z,1494,no,7,1,pure,EF_postgresql,EF_postgresql,no
Data of Turin scooter sharing from w1 to w19 in 2022,3434e8f17ecd,https://app.mode.com/editor/ecooltra706/reports/3434e8f17ecd,++ City Managers,ecooltra706,lluiscarreras,2022-05-23T15:55:34.181Z,1482,no,2,1,pure,Fluctuo_datawarehouse,Fluctuo_datawarehouse,no
[GROUP] YTD Revenue per Region (with BBPP and Forecast),f3f7f755e63a,https://app.mode.com/editor/ecooltra706/reports/f3f7f755e63a,Deprecated reports,ecooltra706,lluiscarreras,2022-07-01T10:30:14.587Z,1444,no,6,2,mixed,,EF_postgresql; from definition,si
[ZEUS] MONTHLY DAMAGE REPORTS PER OPERATOR,48462118dbc0,https://app.mode.com/editor/ecooltra706/reports/48462118dbc0,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2022-07-05T07:03:13.939Z,1440,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Datos para IESE,7f85c3993da4,https://app.mode.com/editor/ecooltra706/reports/7f85c3993da4,DATA,ecooltra706,lluiscarreras,2022-07-21T12:12:23.176Z,1424,no,6,1,pure,EF_postgresql,EF_postgresql,no
"Revenue per week, day of week and city",85093e7abcaa,https://app.mode.com/editor/ecooltra706/reports/85093e7abcaa,++ City Managers,ecooltra706,lluiscarreras,2022-07-28T15:26:13.646Z,1416,no,4,1,pure,EF_postgresql,EF_postgresql,no
Ghost rentals,94b90cfff6d5,https://app.mode.com/editor/ecooltra706/reports/94b90cfff6d5,++ City Managers,ecooltra706,lluiscarreras,2022-09-09T10:58:46.704Z,1374,no,6,1,pure,EF_postgresql,EF_postgresql,no
Datos para PPTs corporativas,7165d8690cf5,https://app.mode.com/editor/ecooltra706/reports/7165d8690cf5,Deprecated reports,ecooltra706,lluiscarreras,2022-09-22T14:40:41.771Z,1360,no,11,2,mixed,,EF_postgresql; from definition,si
Clone of [SWA/SINGLE] Swapping analysis,99c54fbdc761,https://app.mode.com/editor/ecooltra706/reports/99c54fbdc761,Personal,ecooltra706,lluiscarreras,2022-09-23T11:58:55.845Z,1360,no,11,1,pure,EF_postgresql,EF_postgresql,no
[B2C] Report clientes deudores Sharing PROCESO JUDICIAL,dc365c42ac7f,https://app.mode.com/editor/ecooltra706/reports/dc365c42ac7f,Data Science,ecooltra706,lluiscarreras,2022-10-07T10:19:24.406Z,1346,no,4,1,pure,EF_postgresql,EF_postgresql,no
Underaged: Activated+Approved,a1ac03e91693,https://app.mode.com/editor/ecooltra706/reports/a1ac03e91693,++ aSlack reports,ecooltra706,lluiscarreras,2022-10-10T16:19:19.623Z,1342,no,2,2,mixed,,EF_Gecco; EF_postgresql,no
Incorrect DL: Activated+Approved,c1255f9c1c18,https://app.mode.com/editor/ecooltra706/reports/c1255f9c1c18,++ aSlack reports,ecooltra706,lluiscarreras,2022-10-11T06:16:51.827Z,1342,no,5,2,mixed,,EF_Gecco; EF_postgresql,no
Unapproved users,1a956e7ca0ce,https://app.mode.com/editor/ecooltra706/reports/1a956e7ca0ce,++ aSlack reports,ecooltra706,lluiscarreras,2022-10-11T06:22:55.615Z,1342,no,9,2,mixed,,EF_Gecco; EF_postgresql,no
Infractores BCN 2022-01-09,28ffeeec972a,https://app.mode.com/editor/ecooltra706/reports/28ffeeec972a,Backup Lluís,ecooltra706,lluiscarreras,2022-10-13T14:23:46.627Z,1339,no,3,1,pure,EF_postgresql,EF_postgresql,no
Clone of Datos para Policía de Valencia,00e36d54f533,https://app.mode.com/editor/ecooltra706/reports/00e36d54f533,Backup Lluís,ecooltra706,lluiscarreras,2022-10-13T13:59:59.643Z,1339,no,3,1,pure,EF_postgresql,EF_postgresql,no
Portugal ST and LT revenues,2e481914888f,https://app.mode.com/editor/ecooltra706/reports/2e481914888f,++ City Managers,ecooltra706,fabiofacchini,2022-11-04T12:58:37.530Z,1317,no,4,1,pure,from definition,from definition,si
Clone of [Fluctuo] City Matrix Data,262f332925ea,https://app.mode.com/editor/ecooltra706/reports/262f332925ea,Backup Lluís,ecooltra706,lluiscarreras,2022-11-08T09:41:08.756Z,1314,no,2,1,pure,Fluctuo_datawarehouse,Fluctuo_datawarehouse,no
[ZEUS] Work shifts,e76e7adcd105,https://app.mode.com/editor/ecooltra706/reports/e76e7adcd105,Backup Lluís,ecooltra706,lluiscarreras,2022-11-14T08:43:24.601Z,1308,no,1,1,pure,from definition,from definition,si
Paris task control (FW Jumper),a377a407f556,https://app.mode.com/editor/ecooltra706/reports/a377a407f556,[ZEUS] City Managers,ecooltra706,fabiofacchini,2022-11-15T08:51:22.518Z,1307,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
Clone of Contratos y reservas,6f65ece8bb4b,https://app.mode.com/editor/ecooltra706/reports/6f65ece8bb4b,Backup Lluís,ecooltra706,lluiscarreras,2022-11-17T11:01:52.850Z,1305,no,6,1,pure,from definition,from definition,si
Clone of Análisis de usuarios,e3e08504402b,https://app.mode.com/editor/ecooltra706/reports/e3e08504402b,DATA,ecooltra706,fabiofacchini,2022-11-17T11:45:58.648Z,1305,no,12,2,mixed,,EF_postgresql; from definition,si
[Fluctuo] Prediction of rentals in 2023 in all cities,b02662a37fea,https://app.mode.com/editor/ecooltra706/reports/b02662a37fea,Backup Lluís,ecooltra706,lluiscarreras,2022-11-17T16:27:11.461Z,1304,no,6,2,mixed,,EF_postgresql; Fluctuo_datawarehouse,no
Clone of Riders por rango de edad y ciudades,47500bcf1d9b,https://app.mode.com/editor/ecooltra706/reports/47500bcf1d9b,DATA,ecooltra706,fabiofacchini,2022-11-17T14:15:19.330Z,1304,no,3,2,mixed,,EF_postgresql; from definition,si
"Lisbon rentals, vehicles and riders data",b7dff062e000,https://app.mode.com/editor/ecooltra706/reports/b7dff062e000,++ City Managers,ecooltra706,fabiofacchini,2022-11-21T15:49:30.919Z,1300,no,2,1,pure,EF_postgresql,EF_postgresql,no
Proves...,a2bf9a60903b,https://app.mode.com/editor/ecooltra706/reports/a2bf9a60903b,Backup Lluís,ecooltra706,lluiscarreras,2022-11-21T15:55:30.265Z,1300,no,26,2,mixed,,EF_postgresql; from definition,si
Current location of bikes,ef8de8d3e701,https://app.mode.com/editor/ecooltra706/reports/ef8de8d3e701,Backup Lluís,ecooltra706,lluiscarreras,2022-11-22T12:39:10.520Z,1299,no,3,1,pure,from definition,from definition,si
OB-Online Bookings,883ec6ca0fd5,https://app.mode.com/editor/ecooltra706/reports/883ec6ca0fd5,OB,ecooltra706,omarimon,2022-12-01T09:29:10.469Z,1291,no,4,2,mixed,,ETENDO PRO Replica lectura; from definition,si
5 DAY PLAN,ee581c5a4ad6,https://app.mode.com/editor/ecooltra706/reports/ee581c5a4ad6,OB,ecooltra706,lluiscarreras,2022-12-01T09:33:33.553Z,1291,no,2,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[OB] Control Report,ed8686daabc3,https://app.mode.com/editor/ecooltra706/reports/ed8686daabc3,OB,ecooltra706,lluiscarreras,2022-12-01T09:25:32.479Z,1291,no,4,2,mixed,,ETENDO PRO Replica lectura; from definition,si
[OB] AUTOMATIZADO DE CLIENTES PENDIENTES DE COBRO,e9ba6f1255f1,https://app.mode.com/editor/ecooltra706/reports/e9ba6f1255f1,OB,ecooltra706,kseniya,2022-12-01T09:22:27.117Z,1291,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[GROUP] YTD Revenue Progress,ffce1c93cf39,https://app.mode.com/editor/ecooltra706/reports/ffce1c93cf39,OB,ecooltra706,lluiscarreras,2022-12-01T09:18:01.055Z,1291,no,8,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
[GROUP] Monthly Revenue per Region (BBPP & Forecast),b4b347c47f06,https://app.mode.com/editor/ecooltra706/reports/b4b347c47f06,OB,ecooltra706,lluiscarreras,2022-12-01T09:16:37.226Z,1291,no,6,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
[GROUP] YTD Revenue Progress (with BBPP and Forecast),6c31ca33c9a6,https://app.mode.com/editor/ecooltra706/reports/6c31ca33c9a6,OB,ecooltra706,lluiscarreras,2022-12-01T09:12:38.122Z,1291,no,9,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
[GROUP] Monthly Revenue per Region,588075736482,https://app.mode.com/editor/ecooltra706/reports/588075736482,OB,ecooltra706,lluiscarreras,2022-12-01T09:08:14.202Z,1291,no,5,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
[GROUP] YTD Revenue per Region,d86565f7704b,https://app.mode.com/editor/ecooltra706/reports/d86565f7704b,OB,ecooltra706,lluiscarreras,2022-12-01T09:06:19.964Z,1291,no,5,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
[GROUP] Monthly Revenue Progress,9a054f43dce4,https://app.mode.com/editor/ecooltra706/reports/9a054f43dce4,OB,ecooltra706,lluiscarreras,2022-12-01T09:02:46.779Z,1291,no,8,3,mixed,,EF_postgresql; ETENDO PRO Replica lectura; from definition,si
YTD Revenue per Region (with BBPP and Forecast),876f62d0d276,https://app.mode.com/editor/ecooltra706/reports/876f62d0d276,OB,ecooltra706,lluiscarreras,2022-12-01T08:43:51.356Z,1291,no,7,2,mixed,,EF_postgresql; ETENDO PRO Replica lectura,no
[OB ] EXPORT VEHÍCULOS,8b49610d977d,https://app.mode.com/editor/ecooltra706/reports/8b49610d977d,OB,ecooltra706,kseniya,2022-12-01T09:21:11.948Z,1291,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[OB] OPS: Plantillas de Mantenimiento por líneas,0a9d520e0393,https://app.mode.com/editor/ecooltra706/reports/0a9d520e0393,OB,ecooltra706,kseniya,2022-12-01T09:23:09.962Z,1291,no,3,2,mixed,,ETENDO PRO Replica lectura; from definition,si
[OB] Datos de Openbravo (contratos/reservas),3d6652bce81b,https://app.mode.com/editor/ecooltra706/reports/3d6652bce81b,OB,ecooltra706,kseniya,2022-12-01T09:26:25.464Z,1291,no,3,2,mixed,,ETENDO PRO Replica lectura; from definition,si
User domains,b7ca853806e0,https://app.mode.com/editor/ecooltra706/reports/b7ca853806e0,Backup Lluís,ecooltra706,lluiscarreras,2022-12-02T10:18:26.733Z,1290,no,2,1,pure,EF_postgresql,EF_postgresql,no
Scooter Servicing State,2c8872eafc49,https://app.mode.com/editor/ecooltra706/reports/2c8872eafc49,Exports,ecooltra706,lluiscarreras,2022-12-09T08:59:34.397Z,1283,no,1,1,pure,EF_postgresql,EF_postgresql,no
ZEUS tables,63b0c1e754fa,https://app.mode.com/editor/ecooltra706/reports/63b0c1e754fa,Backup Lluís,ecooltra706,lluiscarreras,2022-12-13T13:36:33.805Z,1278,no,7,2,mixed,,EF_postgresql; from definition,si
ZIP Code analysis Paris,eb520067286f,https://app.mode.com/editor/ecooltra706/reports/eb520067286f,Backup Lluís,ecooltra706,lluiscarreras,2022-12-14T15:39:12.349Z,1277,no,4,1,pure,EF_postgresql,EF_postgresql,no
Clone of Selligent,ed737bb82447,https://app.mode.com/editor/ecooltra706/reports/ed737bb82447,Backup Lluís,ecooltra706,lluiscarreras,2022-12-17T11:56:28.834Z,1275,no,9,2,mixed,,EF_postgresql; from definition,si
Original [ALL] MONTHLY REVENUE PROGRESS,acc34a989e58,https://app.mode.com/editor/ecooltra706/reports/acc34a989e58,++ aSlack reports,ecooltra706,fabiofacchini,2022-12-20T13:17:12.521Z,1271,no,4,1,pure,EF_postgresql,EF_postgresql,no
,c3897400147b,https://app.mode.com/editor/ecooltra706/reports/c3897400147b,Backup Lluís,ecooltra706,lluiscarreras,2022-12-22T09:47:41.784Z,1270,no,1,1,pure,EF_postgresql,EF_postgresql,no
[OLD] [ZEUS][SWA/SINGLE] Swapping analysis,95649457f5e5,https://app.mode.com/editor/ecooltra706/reports/95649457f5e5,[ZEUS] City Managers,ecooltra706,lluiscarreras,2022-12-23T10:04:40.258Z,1269,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
CS (Listado de rentals para un usuario),47ee827b9bb5,https://app.mode.com/editor/ecooltra706/reports/47ee827b9bb5,[ZEUS] HQ Customer Service,ecooltra706,fabiofacchini,2022-12-22T13:28:22.900Z,1269,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
Clone of [ZEUS][SWA/SINGLE] Swapping analysis,30a0e5e5d5c7,https://app.mode.com/editor/ecooltra706/reports/30a0e5e5d5c7,Backup Lluís,ecooltra706,lluiscarreras,2022-12-28T12:02:41.666Z,1264,no,6,2,mixed,,EF_postgresql; from definition,si
TES_IAG,3be905b243cc,https://app.mode.com/editor/ecooltra706/reports/3be905b243cc,Personal,ecooltra706,modehq,2022-12-29T11:22:25.415Z,1263,no,16,1,pure,from definition,from definition,si
[OPS] Rome swappers statistics,4d41db643cd8,https://app.mode.com/editor/ecooltra706/reports/4d41db643cd8,++ City Managers,ecooltra706,lluiscarreras,2023-01-04T12:14:41.791Z,1257,no,3,1,pure,EF_postgresql,EF_postgresql,no
Zeus explorations,b63076265995,https://app.mode.com/editor/ecooltra706/reports/b63076265995,DATA,ecooltra706,fabiofacchini,2023-01-04T16:58:51.662Z,1256,no,105,4,mixed,,EF_postgresql; Fluctuo_datawarehouse; ZEUS - PRO; from definition,si
[OLD] Cooltra-Zeus data for Fluctuo reports,55b6937e2f10,https://app.mode.com/editor/ecooltra706/reports/55b6937e2f10,DATA,ecooltra706,fabiofacchini,2023-01-04T15:10:13.921Z,1256,no,5,3,mixed,,Fluctuo_datawarehouse; ZEUS - PRO; from definition,si
[SWA/SINGLE] Swapping analysis,bb559b07d922,https://app.mode.com/editor/ecooltra706/reports/bb559b07d922,++ City Managers,ecooltra706,omarimon,2023-01-11T07:54:30.516Z,1250,no,11,1,pure,EF_postgresql,EF_postgresql,no
_IMAGIN_ promocode report (copy),a07bd09ddbee,https://app.mode.com/editor/ecooltra706/reports/a07bd09ddbee,DATA,ecooltra706,lluiscarreras,2023-01-11T05:01:14.149Z,1250,no,12,1,pure,EF_postgresql,EF_postgresql,no
Rentals in Bonus Areas,1bd251c4eedc,https://app.mode.com/editor/ecooltra706/reports/1bd251c4eedc,++ City Managers,ecooltra706,lluiscarreras,2023-01-13T10:59:33.186Z,1248,no,3,1,pure,EF_postgresql,EF_postgresql,no
Clone of [OFFICIAL ECOOLTRA] MONTHLY KPIS FOR COOLTRA... (Fabio),aa0dae94333b,https://app.mode.com/editor/ecooltra706/reports/aa0dae94333b,DATA,ecooltra706,fabiofacchini,2023-01-20T15:36:42.658Z,1240,no,30,1,pure,ZEUS - PRO,ZEUS - PRO,no
[US/ALL] Unused Scooters,4fe4b6a64f46,https://app.mode.com/editor/ecooltra706/reports/4fe4b6a64f46,[ZEUS] City Managers,ecooltra706,lluiscarreras,2023-01-24T10:22:37.013Z,1237,no,5,1,pure,EF_postgresql,EF_postgresql,no
Export-Vehicles,a36d13335e06,https://app.mode.com/editor/ecooltra706/reports/a36d13335e06,++ City Managers,ecooltra706,omarimon,2023-01-30T10:56:07.444Z,1231,no,3,1,pure,EF_postgresql,EF_postgresql,no
Check special subscriptions,9213e8c3d193,https://app.mode.com/editor/ecooltra706/reports/9213e8c3d193,2-ORIOL Procés tancament mensual,ecooltra706,omarimon,2023-02-01T04:11:37.233Z,1229,no,3,1,pure,EF_postgresql,EF_postgresql,no
Selligent,01616bb8aac1,https://app.mode.com/editor/ecooltra706/reports/01616bb8aac1,DATA,ecooltra706,lluiscarreras,2023-02-01T11:42:50.777Z,1229,no,10,3,mixed,,EF_postgresql; ZEUS - PRO; from definition,si
Unavailability time ARCADE,eefcbfe57e07,https://app.mode.com/editor/ecooltra706/reports/eefcbfe57e07,DATA,ecooltra706,fabiofacchini,2023-02-01T08:35:19.086Z,1229,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
[FIN] DETALLE FACTURACION CMSHARING,35e6e7f0fa2b,https://app.mode.com/editor/ecooltra706/reports/35e6e7f0fa2b,Data Science,ecooltra706,lluiscarreras,2023-02-01T17:41:35.579Z,1228,no,4,1,pure,EF_postgresql,EF_postgresql,no
Automatic sync,a9edb88b720d,https://app.mode.com/editor/ecooltra706/reports/a9edb88b720d,IT,ecooltra706,lluiscarreras,2023-02-01T15:20:58.394Z,1228,no,5,1,pure,EF_postgresql,EF_postgresql,no
Underaged control (simple),8e4764ed8fd4,https://app.mode.com/editor/ecooltra706/reports/8e4764ed8fd4,++ aSlack reports,ecooltra706,omarimon,2023-02-06T13:20:12.337Z,1223,no,1,1,pure,EF_postgresql,EF_postgresql,no
Unprocessed Problem Reports,2dd1c0995e44,https://app.mode.com/editor/ecooltra706/reports/2dd1c0995e44,++ aSlack reports,ecooltra706,omarimon,2023-02-07T09:10:40.025Z,1223,no,5,1,pure,EF_postgresql,EF_postgresql,no
RENTALS 0-3 MIN WITH BAD RATING,27fa94e8dfc3,https://app.mode.com/editor/ecooltra706/reports/27fa94e8dfc3,++ aSlack reports,ecooltra706,kseniya,2023-02-07T07:17:00.598Z,1223,no,1,1,pure,EF_postgresql,EF_postgresql,no
24h PACK TRACKING,71ebb084f472,https://app.mode.com/editor/ecooltra706/reports/71ebb084f472,++ aSlack reports,ecooltra706,omarimon,2023-02-07T08:17:04.765Z,1223,no,7,1,pure,EF_postgresql,EF_postgresql,no
Problem reports closed in the last 24 hours,8b8a850c9b55,https://app.mode.com/editor/ecooltra706/reports/8b8a850c9b55,++ aSlack reports,ecooltra706,lluiscarreras,2023-02-07T03:53:58.835Z,1223,no,9,1,pure,EF_postgresql,EF_postgresql,no
Yesterday rentals per city,0d998fcf3819,https://app.mode.com/editor/ecooltra706/reports/0d998fcf3819,++ aSlack reports,ecooltra706,lluiscarreras,2023-02-07T07:18:28.040Z,1223,no,1,1,pure,EF_postgresql,EF_postgresql,no
MODE Sync Control,9285d75a41ad,https://app.mode.com/editor/ecooltra706/reports/9285d75a41ad,++ aSlack reports,ecooltra706,omarimon,2023-02-06T23:21:09.384Z,1223,no,7,1,pure,EF_postgresql,EF_postgresql,no
[Slack] Barcelona Regulation (SCOOTERS with QR),c600ed1d7444,https://app.mode.com/editor/ecooltra706/reports/c600ed1d7444,++ City Managers,ecooltra706,lluiscarreras,2023-02-07T09:11:39.145Z,1223,no,6,1,pure,EF_postgresql,EF_postgresql,no
Barcelona Regulation (only SCOOTERS),3a74c3b07023,https://app.mode.com/editor/ecooltra706/reports/3a74c3b07023,++ City Managers,ecooltra706,lluiscarreras,2023-02-07T05:51:01.761Z,1223,no,4,1,pure,EF_postgresql,EF_postgresql,no
User Master Data check,ba823edce1ec,https://app.mode.com/editor/ecooltra706/reports/ba823edce1ec,++ CS team,ecooltra706,lluiscarreras,2023-02-07T09:18:43.604Z,1223,no,2,1,pure,EF_postgresql,EF_postgresql,no
[GROUP] Monthly Revenue Progress (with BBPP and Forecast),e2fd1ad22479,https://app.mode.com/editor/ecooltra706/reports/e2fd1ad22479,OB,ecooltra706,lluiscarreras,2023-02-06T16:16:39.912Z,1223,no,9,2,mixed,,EF_postgresql; ETENDO PRO Replica lectura,no
Location of fined rentals,5a6ed83d3288,https://app.mode.com/editor/ecooltra706/reports/5a6ed83d3288,++ City Managers,ecooltra706,lluiscarreras,2023-02-17T08:58:52.491Z,1213,no,5,1,pure,EF_postgresql_backup,EF_postgresql_backup,no
Cooltra Club analysis,d4aa3b158e0b,https://app.mode.com/editor/ecooltra706/reports/d4aa3b158e0b,DATA,ecooltra706,lluiscarreras,2023-02-24T08:50:25.939Z,1206,no,22,1,pure,EF_postgresql_backup,EF_postgresql_backup,no
[ZEUS] Providers rentals & riders (CS version),db01c2de835d,https://app.mode.com/editor/ecooltra706/reports/db01c2de835d,[ZEUS] HQ Customer Service,ecooltra706,omarimon,2023-03-14T09:18:04.192Z,1188,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] PARAMETERS,7e33c487c35b,https://app.mode.com/editor/ecooltra706/reports/7e33c487c35b,Personal,ecooltra706,estebanprieto,2023-03-16T15:35:08.320Z,1185,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] NOTEBOOK,9ce04356afda,https://app.mode.com/editor/ecooltra706/reports/9ce04356afda,Personal,ecooltra706,estebanprieto,2023-03-16T14:34:42.059Z,1185,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[DBT] PERFORMANCE CTES VS SELECT,fbf127ee3364,https://app.mode.com/editor/ecooltra706/reports/fbf127ee3364,Personal,ecooltra706,estebanprieto,2023-03-18T15:30:02.228Z,1183,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] GENERATE_SERIES,f7029b0a7d28,https://app.mode.com/editor/ecooltra706/reports/f7029b0a7d28,Personal,ecooltra706,estebanprieto,2023-03-20T12:43:17.999Z,1181,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] RFM_SEGMENT,7635e5ead5db,https://app.mode.com/editor/ecooltra706/reports/7635e5ead5db,Personal,ecooltra706,estebanprieto,2023-03-22T17:38:47.704Z,1179,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] CLAUSES,d110e310ae9a,https://app.mode.com/editor/ecooltra706/reports/d110e310ae9a,Personal,ecooltra706,estebanprieto,2023-03-22T14:49:30.313Z,1179,no,4,2,mixed,,EF_postgresql; ZEUS - PRO,no
[TEST] RETENTION_ANALYSIS,5c038bea8c40,https://app.mode.com/editor/ecooltra706/reports/5c038bea8c40,Personal,ecooltra706,estebanprieto,2023-03-22T12:44:24.749Z,1179,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[DBT] SEMANTIC LAYER INTEGRATION,ee63a7874224,https://app.mode.com/editor/ecooltra706/reports/ee63a7874224,Personal,ecooltra706,estebanprieto,2023-03-24T08:02:48.223Z,1178,no,0,0,sense_queries,,,no
[TEST] METRICS SEMANTIC LAYER,a7ad52fd9cf6,https://app.mode.com/editor/ecooltra706/reports/a7ad52fd9cf6,Personal,ecooltra706,estebanprieto,2023-03-24T15:26:10.103Z,1177,no,0,0,sense_queries,,,no
[WORK] UNPAID INVOICES,94df3dfa9289,https://app.mode.com/editor/ecooltra706/reports/94df3dfa9289,Personal,ecooltra706,estebanprieto,2023-03-24T13:25:04.827Z,1177,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Detection of possible fraud by shared usage of accounts,f2909c1eb628,https://app.mode.com/editor/ecooltra706/reports/f2909c1eb628,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2023-04-03T13:50:48.671Z,1167,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] TASKS 3 veces,f79756c5e649,https://app.mode.com/editor/ecooltra706/reports/f79756c5e649,[ZEUS] HQ Customer Service,ecooltra706,omarimon,2023-04-05T08:52:08.582Z,1166,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[TEST] INFORMATION_SCHEMA,29d882a5da91,https://app.mode.com/editor/ecooltra706/reports/29d882a5da91,Personal,ecooltra706,estebanprieto,2023-04-13T10:59:41.951Z,1158,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] [OFFICIAL] QUARTERLY ACTIVATIONS & DAMAGE REPORTS,c984988b3dd7,https://app.mode.com/editor/ecooltra706/reports/c984988b3dd7,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2023-04-15T01:18:15.015Z,1156,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
[Zeus] Waiting time for the activations in the last 24 hours,7c3973e1b6b7,https://app.mode.com/editor/ecooltra706/reports/7c3973e1b6b7,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2023-04-17T14:46:27.234Z,1153,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[OPS] 01 MONTHLY RENTALS PER CITY (billable minutes and kms),16c8b46a35e2,https://app.mode.com/editor/ecooltra706/reports/16c8b46a35e2,[ZEUS] City Managers,ecooltra706,fabiofacchini,2023-04-26T17:52:12.004Z,1144,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
